chr	start	end	seq	strand	read_count	mapq	read_count_1	mapq_1	read_count_2	mapq_2	experiment	replicate	genotype	launch_pad_location	insert	sample_type	sorted_gate	pool_nr	sample_name	ctrl_lib_nr	name	genotype_for_title
chr5	8544086	8544087	TA	-	1	23	0	-	1	23	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	8678374	8678375	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	13074125	13074126	TA	+	1	23	0	-	1	23	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	148591554	148591555	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	13582633	13582634	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	14165721	14165722	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	18923933	18923934	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	19074778	19074779	TA	+	1	23	0	-	1	23	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	20015405	20015406	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	20488881	20488882	TA	-	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	20857638	20857639	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	23554736	23554737	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	28185175	28185176	TA	+	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	28405116	28405117	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	148595577	148595578	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	28423673	28423674	TA	+	3	42	0	-	3	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	30139826	30139827	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	30791920	30791921	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	31266684	31266685	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	32373467	32373468	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	32463599	32463600	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	32831168	32831169	TA	+	1	24	1	24	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	34152763	34152764	TA	-	1	26	0	-	1	26	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	36297085	36297086	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	39440668	39440669	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	149428310	149428311	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	40059678	40059679	TA	+	1	23	0	-	1	23	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	41300520	41300521	TA	-	1	40	1	40	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	43624082	43624083	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	44207398	44207399	TA	+	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	44886146	44886147	TA	-	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	46141820	46141821	TA	+	1	22	0	-	1	22	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	46696930	46696931	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	48942176	48942177	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	50232310	50232311	TA	+	1	31	1	31	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	50335089	50335090	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	149988719	149988720	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	50837078	50837079	TA	-	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	51739759	51739760	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	52437895	52437896	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	53193017	53193018	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	55414929	55414930	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	56027960	56027961	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	59153399	59153400	TA	-	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	60332424	60332425	TA	-	1	27	0	-	1	27	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	61225700	61225701	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	63024759	63024760	TA	+	1	16	0	-	1	16	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	150028653	150028654	TA	+	1	12	0	-	1	12	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	66338760	66338761	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	66464490	66464491	TA	-	1	11	1	11	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	67613867	67613868	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	68477588	68477589	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	71286616	71286617	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	71515614	71515615	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	75246238	75246239	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	75409611	75409612	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	75809487	75809488	TA	-	3	40	2	40	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	76671711	76671712	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	151366887	151366888	TA	+	7	42	3	42	4	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	76737762	76737763	TA	-	1	40	1	40	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	81263651	81263652	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	81781071	81781072	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	82589412	82589413	TA	+	1	25	1	25	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	83103779	83103780	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	85288511	85288512	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	89645113	89645114	TA	-	1	34	0	-	1	34	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	92225681	92225682	TA	-	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	92470675	92470676	TA	-	1	23	0	-	1	23	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	96759369	96759370	TA	-	1	24	1	24	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	151366892	151366893	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	99038196	99038197	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	99866229	99866230	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	100617222	100617223	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	101121476	101121477	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	103088205	103088206	TA	+	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	104441257	104441258	TA	+	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	106999093	106999094	TA	-	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	109627413	109627414	TA	-	1	26	0	-	1	26	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	109956437	109956438	TA	-	1	30	1	30	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	113347785	113347786	TA	+	3	11	0	-	3	11	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	15063397	15063398	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	151561460	151561461	TA	+	2	42	1	42	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	114262886	114262887	TA	+	1	23	1	23	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	114922842	114922843	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	115249280	115249281	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	115389849	115389850	TA	-	2	32.5	0	-	2	32.5	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	117673593	117673594	TA	-	1	23	1	23	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	118612623	118612624	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	120744623	120744624	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	120771933	120771934	TA	+	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	121985333	121985334	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	122933009	122933010	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	152969000	152969001	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	126327077	126327078	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	127815043	127815044	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	128199591	128199592	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	128340799	128340800	TA	+	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	128766423	128766424	TA	-	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	128966777	128966778	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	129754361	129754362	TA	-	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	130474640	130474641	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	130712878	130712879	TA	-	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	132643928	132643929	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	154032369	154032370	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	132787896	132787897	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	133140969	133140970	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	134788039	134788040	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	136300770	136300771	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	136529951	136529952	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	136884884	136884885	TA	+	1	24	0	-	1	24	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	137487015	137487016	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	138603490	138603491	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	140335679	140335680	TA	+	1	24	1	24	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	140377768	140377769	TA	-	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	154167193	154167194	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	140718156	140718157	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	143976689	143976690	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	144946800	144946801	TA	+	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	145877954	145877955	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	146120767	146120768	TA	-	1	40	1	40	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	149918081	149918082	TA	+	3	42	0	-	3	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	150208254	150208255	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	150406497	150406498	TA	-	1	24	1	24	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr5	151253140	151253141	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	3144015	3144016	TA	+	1	30	1	30	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	155061114	155061115	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	4316185	4316186	TA	+	1	30	1	30	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	4977498	4977499	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	5767829	5767830	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	6181549	6181550	TA	-	4	42	1	42	3	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	6181552	6181553	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	9744908	9744909	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	11945082	11945083	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	13135173	13135174	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	13756101	13756102	TA	+	1	23	0	-	1	23	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	14783129	14783130	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr1	155842377	155842378	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	15171078	15171079	TA	-	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	16938856	16938857	TA	+	1	27	0	-	1	27	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	17732227	17732228	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	18814770	18814771	TA	+	1	40	0	-	1	40	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	19938510	19938511	TA	+	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	19974262	19974263	TA	-	1	42	0	-	1	42	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
chr6	20663371	20663372	TA	+	1	42	1	42	0	-	E2138	rep1	WT	-116 kb	Sox2P	control pool	-	NA	Sox2P-reporter -116 kb, unsorted control pool rep1	NA	NA	NA
